Timestamp,User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation
09-03-2023 10:01,User_110,8,-85.00,19.00,150.00,175.00,90.00
09-03-2023 10:02,User_111,6,-83.00,27.00,10800.00,12000.00,70.00
09-03-2023 10:02,User_112,4,-72.00,21.00,3100.00,3400.00,80.00
09-03-2023 10:02,User_113,10,-94.00,24.00,700.00,700.00,70.00
09-03-2023 10:02,User_114,8,-88.00,18.00,145.00,170.00,90.00
09-03-2023 10:02,User_115,6,-68.00,25.00,11400.00,12700.00,75.00
09-03-2023 10:02,User_116,5,-76.00,31.00,4600.00,5200.00,85.00
09-03-2023 10:02,User_117,1,-61.00,6.00,700.00,800.00,70.00
09-03-2023 10:02,User_118,0,-98.00,43.00,680.00,680.00,60.00
09-03-2023 10:02,User_119,3,-102.00,99.00,1.00,2.00,75.00
09-03-2023 10:02,User_120,7,-89.00,30.00,4100.00,4400.00,70.00
09-03-2023 10:02,User_121,8,-86.00,19.00,155.00,180.00,90.00
09-03-2023 10:02,User_122,4,-74.00,22.00,2900.00,3200.00,80.00
09-03-2023 10:02,User_123,10,-92.00,25.00,800.00,800.00,70.00
09-03-2023 10:02,User_124,6,-67.00,24.00,11200.00,12500.00,75.00
09-03-2023 10:02,User_125,5,-77.00,32.00,4500.00,5100.00,85.00
09-03-2023 10:02,User_126,1,-62.00,6.00,800.00,900.00,70.00
09-03-2023 10:02,User_127,0,-97.00,44.00,670.00,670.00,60.00
09-03-2023 10:02,User_128,3,-103.00,100.00,1.00,2.00,75.00
09-03-2023 10:02,User_129,7,-90.00,29.00,4000.00,4300.00,70.00
09-03-2023 10:02,User_130,6,-85.00,19.00,150.00,175.00,90.00
09-03-2023 10:02,User_131,10,-85.00,28.00,1500.00,1500.00,70.00
09-03-2023 10:02,User_132,0,-99.00,46.00,620.00,620.00,60.00
09-03-2023 10:02,User_133,8,-88.00,20.00,130.00,155.00,90.00
09-03-2023 10:02,User_134,5,-75.00,30.00,5000.00,5700.00,85.00
09-03-2023 10:02,User_135,6,-66.00,26.00,11000.00,12300.00,75.00
09-03-2023 10:02,User_136,7,-80.00,29.00,4200.00,4600.00,70.00
09-03-2023 10:02,User_137,1,-60.00,5.00,900.00,1000.00,70.00
09-03-2023 10:02,User_138,10,-94.00,27.00,600.00,600.00,70.00
09-03-2023 10:02,User_139,0,-96.00,45.00,660.00,660.00,60.00
09-03-2023 10:02,User_140,4,-72.00,20.00,3200.00,3500.00,80.00
09-03-2023 10:02,User_141,5,-78.00,32.00,4400.00,5000.00,85.00
09-03-2023 10:02,User_142,6,-67.00,27.00,11100.00,12400.00,75.00
09-03-2023 10:02,User_143,7,-81.00,28.00,4100.00,4500.00,70.00
09-03-2023 10:02,User_144,1,-59.00,5.00,900.00,1100.00,70.00
09-03-2023 10:02,User_145,10,-95.00,26.00,700.00,700.00,70.00
09-03-2023 10:02,User_146,0,-95.00,47.00,610.00,610.00,60.00
09-03-2023 10:02,User_147,8,-87.00,21.00,125.00,150.00,90.00
09-03-2023 10:02,User_148,4,-71.00,19.00,3300.00,3600.00,80.00
09-03-2023 10:02,User_149,5,-79.00,33.00,4300.00,4800.00,85.00
09-03-2023 10:02,User_150,6,-68.00,28.00,11300.00,12600.00,75.00
09-03-2023 10:02,User_151,7,-82.00,30.00,4000.00,4400.00,70.00
09-03-2023 10:02,User_152,1,-58.00,5.00,800.00,1000.00,70.00
09-03-2023 10:02,User_153,10,-96.00,25.00,600.00,600.00,70.00
09-03-2023 10:02,User_154,0,-94.00,48.00,650.00,650.00,60.00
09-03-2023 10:02,User_155,8,-86.00,22.00,120.00,145.00,90.00
09-03-2023 10:02,User_156,5,-80.00,31.00,4400.00,4900.00,85.00
09-03-2023 10:02,User_157,6,-66.00,25.00,11500.00,12800.00,75.00
09-03-2023 10:02,User_158,7,-83.00,31.00,4000.00,4400.00,70.00
09-03-2023 10:02,User_159,1,-58.00,5.00,800.00,1000.00,70.00
09-03-2023 10:02,User_160,10,-97.00,24.00,500.00,500.00,70.00
09-03-2023 10:02,User_161,0,-97.00,49.00,640.00,640.00,60.00
09-03-2023 10:02,User_162,8,-85.00,23.00,115.00,140.00,90.00
09-03-2023 10:02,User_163,4,-70.00,18.00,3400.00,3700.00,80.00
09-03-2023 10:02,User_164,5,-81.00,32.00,4200.00,4700.00,85.00
09-03-2023 10:02,User_165,6,-65.00,24.00,11600.00,12900.00,75.00
09-03-2023 10:02,User_166,7,-84.00,30.00,3900.00,4300.00,70.00
09-03-2023 10:02,User_167,1,-57.00,5.00,700.00,900.00,70.00
09-03-2023 10:02,User_168,10,-97.00,23.00,500.00,500.00,70.00
09-03-2023 10:02,User_169,0,-98.00,50.00,630.00,630.00,60.00
09-03-2023 10:02,User_170,8,-84.00,24.00,110.00,135.00,90.00
09-03-2023 10:03,User_171,4,-69.00,19.00,3500.00,3800.00,80.00
09-03-2023 10:03,User_172,5,-82.00,33.00,4100.00,4600.00,85.00
09-03-2023 10:03,User_173,6,-64.00,25.00,11700.00,13000.00,75.00
09-03-2023 10:03,User_174,7,-85.00,29.00,3800.00,4200.00,70.00
09-03-2023 10:03,User_175,1,-57.00,5.00,700.00,800.00,70.00
09-03-2023 10:03,User_176,10,-98.00,22.00,500.00,500.00,70.00
09-03-2023 10:03,User_177,0,-98.00,51.00,620.00,620.00,60.00
09-03-2023 10:03,User_178,8,-83.00,25.00,105.00,130.00,90.00
09-03-2023 10:03,User_179,4,-68.00,20.00,3600.00,3900.00,80.00
09-03-2023 10:03,User_180,5,-83.00,34.00,4000.00,4500.00,85.00
09-03-2023 10:03,User_181,6,-63.00,26.00,11800.00,13100.00,75.00
09-03-2023 10:03,User_182,7,-86.00,31.00,3700.00,4100.00,70.00
09-03-2023 10:03,User_183,1,-56.00,5.00,700.00,800.00,70.00
09-03-2023 10:03,User_184,10,-98.00,21.00,500.00,500.00,70.00
09-03-2023 10:03,User_185,0,-99.00,52.00,610.00,610.00,60.00
09-03-2023 10:03,User_186,8,-82.00,26.00,100.00,125.00,90.00
09-03-2023 10:03,User_187,4,-67.00,21.00,3700.00,4000.00,80.00
09-03-2023 10:03,User_188,5,-84.00,35.00,3900.00,4400.00,85.00
09-03-2023 10:03,User_189,6,-63.00,27.00,11900.00,13200.00,75.00
09-03-2023 10:03,User_190,7,-87.00,32.00,3600.00,4000.00,70.00
09-03-2023 10:03,User_191,1,-55.00,5.00,700.00,800.00,70.00
09-03-2023 10:03,User_192,10,-99.00,20.00,400.00,400.00,70.00
09-03-2023 10:03,User_193,0,-100.00,53.00,600.00,600.00,60.00
09-03-2023 10:03,User_194,8,-81.00,27.00,95.00,120.00,90.00
09-03-2023 10:03,User_195,4,-66.00,22.00,3800.00,4100.00,80.00
09-03-2023 10:03,User_196,5,-85.00,36.00,3800.00,4300.00,85.00
09-03-2023 10:03,User_197,6,-62.00,28.00,12000.00,13300.00,75.00
09-03-2023 10:03,User_198,7,-88.00,33.00,3500.00,3900.00,70.00
09-03-2023 10:03,User_199,1,-54.00,5.00,600.00,700.00,70.00
09-03-2023 10:03,User_200,10,-100.00,19.00,400.00,400.00,70.00
09-03-2023 10:03,User_201,0,-100.00,54.00,590.00,590.00,60.00
09-03-2023 10:03,User_202,8,-80.00,28.00,90.00,115.00,90.00
09-03-2023 10:03,User_203,4,-65.00,23.00,3900.00,4200.00,80.00
09-03-2023 10:03,User_204,5,-86.00,37.00,3700.00,4200.00,85.00
09-03-2023 10:03,User_205,6,-61.00,29.00,12100.00,13400.00,75.00
09-03-2023 10:03,User_206,7,-89.00,34.00,3400.00,3800.00,70.00
09-03-2023 10:03,User_207,1,-54.00,5.00,600.00,700.00,70.00
09-03-2023 10:03,User_208,10,-101.00,18.00,400.00,400.00,70.00
09-03-2023 10:03,User_209,0,-101.00,55.00,580.00,580.00,60.00
09-03-2023 10:03,User_210,8,-79.00,29.00,85.00,110.00,90.00
09-03-2023 10:03,User_211,4,-64.00,24.00,4000.00,4300.00,80.00
09-03-2023 10:03,User_212,5,-87.00,38.00,3600.00,4100.00,85.00
09-03-2023 10:03,User_213,6,-60.00,30.00,12200.00,13500.00,75.00
09-03-2023 10:03,User_214,7,-90.00,35.00,3300.00,3700.00,70.00
09-03-2023 10:03,User_215,1,-53.00,5.00,600.00,600.00,70.00
09-03-2023 10:03,User_216,10,-101.00,17.00,400.00,400.00,70.00
09-03-2023 10:03,User_217,0,-102.00,56.00,570.00,570.00,60.00
09-03-2023 10:03,User_218,8,-78.00,30.00,80.00,105.00,90.00
09-03-2023 10:03,User_219,4,-63.00,25.00,4100.00,4400.00,80.00
09-03-2023 10:03,User_220,5,-88.00,39.00,3500.00,4000.00,85.00
09-03-2023 10:03,User_221,6,-59.00,31.00,12300.00,13600.00,75.00
09-03-2023 10:03,User_222,7,-91.00,36.00,3200.00,3600.00,70.00
09-03-2023 10:03,User_223,1,-53.00,5.00,600.00,600.00,70.00
09-03-2023 10:03,User_224,10,-102.00,16.00,400.00,400.00,70.00
09-03-2023 10:03,User_225,0,-102.00,57.00,560.00,560.00,60.00
09-03-2023 10:03,User_226,8,-77.00,31.00,75.00,100.00,90.00
09-03-2023 10:03,User_227,4,-62.00,26.00,4200.00,4500.00,80.00
09-03-2023 10:03,User_228,5,-89.00,40.00,3400.00,3900.00,85.00
09-03-2023 10:03,User_229,6,-58.00,32.00,12400.00,13700.00,75.00
09-03-2023 10:03,User_230,7,-92.00,37.00,3100.00,3500.00,70.00
09-03-2023 10:04,User_231,1,-52.00,5.00,600.00,600.00,70.00
09-03-2023 10:04,User_232,10,-102.00,15.00,300.00,300.00,70.00
09-03-2023 10:04,User_233,0,-103.00,58.00,550.00,550.00,60.00
09-03-2023 10:04,User_234,8,-76.00,32.00,70.00,95.00,90.00
09-03-2023 10:04,User_235,4,-61.00,27.00,4300.00,4600.00,80.00
09-03-2023 10:04,User_236,5,-90.00,41.00,3300.00,3800.00,85.00
09-03-2023 10:04,User_237,6,-57.00,33.00,12500.00,13800.00,75.00
09-03-2023 10:04,User_238,7,-93.00,38.00,3000.00,3400.00,70.00
09-03-2023 10:04,User_239,1,-52.00,5.00,600.00,600.00,70.00
09-03-2023 10:04,User_240,10,-103.00,14.00,300.00,300.00,70.00
09-03-2023 10:04,User_241,0,-104.00,59.00,540.00,540.00,60.00
09-03-2023 10:04,User_242,8,-75.00,33.00,65.00,90.00,90.00
09-03-2023 10:04,User_243,4,-60.00,28.00,4400.00,4700.00,80.00
09-03-2023 10:04,User_244,5,-91.00,42.00,3200.00,3700.00,85.00
09-03-2023 10:04,User_245,6,-56.00,34.00,12600.00,13900.00,75.00
09-03-2023 10:04,User_246,7,-94.00,39.00,2900.00,3300.00,70.00
09-03-2023 10:04,User_247,1,-51.00,5.00,600.00,600.00,70.00
09-03-2023 10:04,User_248,10,-103.00,13.00,300.00,300.00,70.00
09-03-2023 10:04,User_249,0,-105.00,60.00,530.00,530.00,60.00
09-03-2023 10:04,User_250,8,-74.00,34.00,60.00,85.00,90.00
09-03-2023 10:04,User_251,4,-59.00,29.00,4500.00,4800.00,80.00
09-03-2023 10:04,User_252,5,-92.00,43.00,3100.00,3600.00,85.00
09-03-2023 10:04,User_253,6,-55.00,35.00,12700.00,14000.00,75.00
09-03-2023 10:04,User_254,7,-95.00,40.00,2800.00,3200.00,70.00
09-03-2023 10:04,User_255,1,-50.00,5.00,600.00,600.00,70.00
09-03-2023 10:04,User_256,10,-104.00,12.00,200.00,200.00,70.00
09-03-2023 10:04,User_257,0,-106.00,61.00,520.00,520.00,60.00
09-03-2023 10:04,User_258,8,-73.00,35.00,55.00,80.00,90.00
09-03-2023 10:04,User_259,4,-58.00,30.00,4600.00,4900.00,80.00
09-03-2023 10:04,User_260,5,-93.00,44.00,3000.00,3500.00,85.00
09-03-2023 10:04,User_261,6,-54.00,36.00,12800.00,14100.00,75.00
09-03-2023 10:04,User_262,7,-96.00,41.00,2700.00,3100.00,70.00
09-03-2023 10:04,User_263,1,-50.00,5.00,600.00,600.00,70.00
09-03-2023 10:04,User_264,10,-104.00,11.00,200.00,200.00,70.00
09-03-2023 10:04,User_265,0,-107.00,62.00,510.00,510.00,60.00
09-03-2023 10:04,User_266,8,-72.00,36.00,50.00,75.00,90.00
09-03-2023 10:04,User_267,4,-57.00,31.00,4700.00,5000.00,80.00
09-03-2023 10:04,User_268,5,-94.00,45.00,2900.00,3400.00,85.00
09-03-2023 10:04,User_269,6,-53.00,37.00,12900.00,14200.00,75.00
09-03-2023 10:04,User_270,7,-97.00,42.00,2600.00,3000.00,70.00
09-03-2023 10:04,User_271,1,-49.00,5.00,600.00,600.00,70.00
09-03-2023 10:04,User_272,10,-105.00,10.00,200.00,200.00,70.00
09-03-2023 10:04,User_273,0,-108.00,63.00,500.00,500.00,60.00
09-03-2023 10:04,User_274,8,-71.00,37.00,45.00,70.00,90.00
09-03-2023 10:04,User_275,4,-56.00,32.00,4800.00,5100.00,80.00
09-03-2023 10:04,User_276,5,-95.00,46.00,2800.00,3300.00,85.00
09-03-2023 10:04,User_277,6,-52.00,38.00,13000.00,14300.00,75.00
09-03-2023 10:04,User_278,7,-98.00,43.00,2500.00,2900.00,70.00
09-03-2023 10:04,User_279,1,-49.00,5.00,600.00,600.00,70.00
09-03-2023 10:04,User_280,10,-105.00,9.00,100.00,100.00,70.00
09-03-2023 10:04,User_281,0,-109.00,64.00,490.00,490.00,60.00
09-03-2023 10:04,User_282,8,-70.00,38.00,40.00,65.00,90.00
09-03-2023 10:04,User_283,4,-55.00,33.00,4900.00,5200.00,80.00
09-03-2023 10:04,User_284,5,-96.00,47.00,2700.00,3200.00,85.00
09-03-2023 10:04,User_285,6,-51.00,39.00,13100.00,14400.00,75.00
09-03-2023 10:04,User_286,7,-99.00,44.00,2400.00,2800.00,70.00
09-03-2023 10:04,User_287,1,-48.00,5.00,500.00,500.00,70.00
09-03-2023 10:04,User_288,10,-105.00,8.00,100.00,100.00,70.00
09-03-2023 10:04,User_289,0,-110.00,65.00,480.00,480.00,60.00
09-03-2023 10:04,User_290,8,-69.00,39.00,35.00,60.00,90.00
09-03-2023 10:05,User_291,4,-54.00,34.00,5000.00,5300.00,80.00
09-03-2023 10:05,User_292,5,-97.00,48.00,2600.00,3100.00,85.00
09-03-2023 10:05,User_293,6,-50.00,40.00,13200.00,14500.00,75.00
09-03-2023 10:05,User_294,7,-100.00,45.00,2300.00,2700.00,70.00
09-03-2023 10:05,User_295,1,-48.00,5.00,500.00,500.00,70.00
09-03-2023 10:05,User_296,10,-106.00,7.00,100.00,100.00,70.00
09-03-2023 10:05,User_297,0,-111.00,66.00,470.00,470.00,60.00
09-03-2023 10:05,User_298,8,-68.00,40.00,30.00,55.00,90.00
09-03-2023 10:05,User_299,4,-53.00,35.00,5100.00,5400.00,80.00
09-03-2023 10:05,User_300,5,-98.00,49.00,2500.00,3000.00,85.00
09-03-2023 10:05,User_301,6,-49.00,41.00,13300.00,14600.00,75.00
09-03-2023 10:05,User_302,7,-101.00,46.00,2200.00,2600.00,70.00
09-03-2023 10:05,User_303,1,-47.00,5.00,500.00,500.00,70.00
09-03-2023 10:05,User_304,10,-106.00,6.00,100.00,100.00,70.00
09-03-2023 10:05,User_305,0,-112.00,67.00,460.00,460.00,60.00
09-03-2023 10:05,User_306,8,-67.00,41.00,25.00,50.00,90.00
09-03-2023 10:05,User_307,4,-52.00,36.00,5200.00,5500.00,80.00
09-03-2023 10:05,User_308,5,-99.00,50.00,2400.00,2900.00,85.00
09-03-2023 10:05,User_309,6,-48.00,42.00,13400.00,14700.00,75.00
09-03-2023 10:05,User_310,7,-102.00,47.00,2100.00,2500.00,70.00
09-03-2023 10:05,User_311,1,-47.00,5.00,500.00,500.00,70.00
09-03-2023 10:05,User_312,10,-107.00,5.00,100.00,100.00,70.00
09-03-2023 10:05,User_313,0,-113.00,68.00,450.00,450.00,60.00
09-03-2023 10:05,User_314,8,-66.00,42.00,20.00,45.00,90.00
09-03-2023 10:05,User_315,4,-51.00,37.00,5300.00,5600.00,80.00
09-03-2023 10:05,User_316,5,-100.00,51.00,2300.00,2800.00,85.00
09-03-2023 10:05,User_317,6,-47.00,43.00,13500.00,14800.00,75.00
09-03-2023 10:05,User_318,7,-103.00,48.00,2000.00,2400.00,70.00
09-03-2023 10:05,User_319,1,-46.00,5.00,500.00,500.00,70.00
09-03-2023 10:05,User_320,10,-107.00,4.00,100.00,100.00,70.00
09-03-2023 10:05,User_321,0,-114.00,69.00,440.00,440.00,60.00
09-03-2023 10:05,User_322,8,-65.00,43.00,15.00,40.00,90.00
09-03-2023 10:05,User_323,4,-50.00,38.00,5400.00,5700.00,80.00
09-03-2023 10:05,User_324,5,-101.00,52.00,2200.00,2700.00,85.00
09-03-2023 10:05,User_325,6,-46.00,44.00,13600.00,14900.00,75.00
09-03-2023 10:05,User_326,7,-104.00,49.00,1900.00,2300.00,70.00
09-03-2023 10:05,User_327,1,-46.00,5.00,500.00,500.00,70.00
09-03-2023 10:05,User_328,10,-108.00,3.00,100.00,100.00,70.00
09-03-2023 10:05,User_329,0,-115.00,70.00,430.00,430.00,60.00
09-03-2023 10:05,User_330,8,-64.00,44.00,10.00,35.00,90.00
09-03-2023 10:05,User_331,4,-49.00,39.00,5500.00,5800.00,80.00
09-03-2023 10:05,User_332,5,-102.00,53.00,2100.00,2600.00,85.00
09-03-2023 10:05,User_333,6,-45.00,45.00,13700.00,15000.00,75.00
09-03-2023 10:05,User_334,7,-105.00,50.00,1800.00,2200.00,70.00
09-03-2023 10:05,User_335,1,-45.00,5.00,500.00,500.00,70.00
09-03-2023 10:05,User_336,10,-108.00,2.00,100.00,100.00,70.00
09-03-2023 10:05,User_337,0,-116.00,71.00,420.00,420.00,60.00
09-03-2023 10:05,User_338,8,-63.00,45.00,5.00,30.00,90.00
09-03-2023 10:05,User_339,4,-48.00,40.00,5600.00,5900.00,80.00
09-03-2023 10:05,User_340,5,-103.00,54.00,2000.00,2500.00,85.00
09-03-2023 10:05,User_341,6,-45.00,46.00,13800.00,15100.00,75.00
09-03-2023 10:05,User_342,7,-106.00,51.00,1700.00,2100.00,70.00
09-03-2023 10:05,User_343,1,-44.00,5.00,500.00,500.00,70.00
09-03-2023 10:05,User_344,10,-109.00,1.00,100.00,100.00,70.00
09-03-2023 10:05,User_345,0,-117.00,72.00,410.00,410.00,60.00
09-03-2023 10:05,User_346,8,-62.00,46.00,0.00,25.00,90.00
09-03-2023 10:05,User_347,4,-47.00,41.00,5700.00,6000.00,80.00
09-03-2023 10:05,User_348,5,-104.00,55.00,1900.00,2400.00,85.00
09-03-2023 10:05,User_349,6,-44.00,47.00,13900.00,15200.00,75.00
09-03-2023 10:05,User_350,7,-107.00,52.00,1600.00,2000.00,70.00
09-03-2023 10:06,User_351,1,-44.00,5.00,500.00,500.00,70.00
09-03-2023 10:06,User_352,10,-109.00,0.00,100.00,100.00,70.00
09-03-2023 10:06,User_353,0,-118.00,73.00,400.00,400.00,60.00
09-03-2023 10:06,User_354,8,-61.00,47.00,0.00,20.00,90.00
09-03-2023 10:06,User_355,4,-46.00,42.00,5800.00,6100.00,80.00
