User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation
1156,6,-58.74071222021268,31.115595830383516,12199.400524409872,13501.433725570902,76.09038918268439
692,6,-66.06284244764404,27.520259154568908,11101.737394549311,12400.683582338363,75.93542340834102
2903,6,-55.68892518921153,33.75593452489887,12501.394406966869,13800.824091594937,76.32438352739509
2605,6,-44.29217792052633,42.328789972364945,13500.999836235558,14800.243937467714,76.79673852929325
428,6,-72.21119163404718,30.076701695983868,10001.546530939213,12001.085469418102,61.6716029688535
2894,6,-49.32722024768632,39.06636182949856,13200.076715429019,14501.101348358161,75.70053805403464
960,6,-73.36126617840263,30.725826304266157,10001.074405016067,15000.048377565148,72.74278202992339
2781,6,-42.04667588649168,50.0606875372757,14002.135351195446,15301.191809790671,75.43550141178572
86,6,-77.44632820982605,31.72924273696309,10502.05679150074,12301.209890561086,72.04591703335451
561,6,-60.42981041757038,28.753134054688136,12001.131864002591,13301.295098400797,75.17257096526563
1841,6,-64.08000739431479,24.15288270390471,11602.555801531109,12900.745061444817,76.04532306712913
2764,6,-43.424875010387105,46.42957869675595,13702.05047407871,15000.603169533915,74.93397803572523
1636,6,-78.04198655636122,30.171090067326755,10501.208093417405,12300.480203999437,70.90598403344616
2714,6,-51.58331599335834,38.04008046001851,12902.144189909997,14200.94608552681,75.32304139716304
41,6,-43.89780433323354,47.573180155453734,13800.506360444022,15100.45820942621,77.04316483342879
158,6,-68.68227778051985,28.20026852396675,10700.824265560705,12299.322533634933,76.12424956763995
198,6,-57.24856277104521,32.97921234577594,12400.318926581098,13701.029108059276,76.35628691689166
1267,6,-67.35280097178311,25.289276471915507,10900.462565534099,12399.616140244634,76.84887510051999
1402,6,-61.160959014342936,30.466748918669218,12101.481068016703,13400.935052207558,76.06332739282085
3436,6,-73.22158985244192,30.354834555892207,10000.411553004164,15000.28437492332,71.60931484234055
2644,6,-81.82630794567025,25.80895120844102,10899.592092297587,12100.038576475063,70.98647634137677
2505,6,-59.71723954231507,31.74300460772193,12300.03673121546,13601.586278908122,75.88835935598122
1286,6,-61.52439984833525,29.742373619747145,12001.370822973198,13301.703481485614,75.78135399756673
1511,6,-46.39615411648779,44.53051653362465,13400.561844083617,14700.48350773245,76.6616366482123
1535,6,-61.93552067641812,26.662652504504898,11799.850342936885,13099.461862805294,75.73784059902312
1017,6,-67.62511049953343,28.253789253079162,10900.935012464666,12401.614984024322,75.32631226701217
2504,6,-71.96745889194872,28.978187603678048,10501.127050610456,12499.366749202452,76.02933820540453
2838,6,-75.33776284728603,32.72971268915173,11999.7512189807,14001.645661721252,71.63739678754546
1668,6,-65.49869048336606,23.100340477319243,11201.27435451213,12500.978396427628,76.00029447854966
49,6,-41.79490391904442,51.46383712117036,14201.676772116702,15500.776104985884,76.60520814539635
1489,6,-78.05895340689818,30.250827840239822,10999.903973012433,12500.70183648196,81.40022300698381
2145,6,-64.36982006074669,28.873473136042605,11101.933032105271,12401.258691151324,76.33356021185025
3165,6,-58.86063301023976,30.266507695578188,12201.09244359031,13500.200650883962,75.98627601361254
1678,6,-61.406954946663014,29.42813552789316,12001.261412201722,13300.806574310462,75.99583807256766
736,6,-75.44028059117952,30.95791641789903,11000.816716095114,13000.581263896807,75.99265030635087
844,6,-72.25270954936383,28.790611778292316,10500.083349214074,12500.191602786588,75.01303037402634
2920,6,-83.83635886327917,19.964682406203536,151.42705091012147,176.72727533131894,90.95437631211198
1732,6,-58.611611989313694,31.625638484521858,12203.073453241797,13500.279923184056,77.06253891139022
1380,6,-61.7409836649181,25.70473008091606,11800.654864853785,13101.798472568233,76.1648638229226
923,6,-68.8958001070419,30.008138327450748,10701.59069140511,12302.075740111415,74.93236138080421
782,6,-78.67609178744289,29.81047114459862,10300.372864484816,12099.924642075834,69.24216628888863
3072,6,-43.32306302854836,46.99309280391447,13803.16408691633,15100.592724777365,76.74106794005664
914,6,-56.55650133165757,32.41771690279421,12298.918557597979,13600.492915267656,76.16801180201321
3423,6,-79.95741582954557,30.356853512487746,10300.547095039521,12101.351901425636,71.46094152599045
3346,6,-62.15171297925941,27.21663069377092,11899.930409750268,13199.701524758051,75.80303876888303
1679,6,-66.20630686107461,25.64374597038472,11001.10827130881,12500.852877003455,76.35007390943122
3588,6,-42.283350300432744,50.35753970953066,14201.169939360443,15499.66374719017,75.44293547763219
2520,6,-60.210738594823475,31.00915263447115,12100.121120195654,13400.0444121032,75.25659288941289
1519,6,-54.11238108417917,37.98594125736654,12902.206577829676,14202.18461070967,76.84644903282282
181,6,-62.77505336047811,25.40210686858827,11701.978935157244,13000.493475246863,75.63151971080772
1360,6,-39.839594209763135,52.556216357346116,14401.134749991703,15701.040626445725,75.60792689328568
2557,6,-46.48611440379305,43.2638552873318,13400.754817356563,14700.683903214236,75.55265363371612
200,6,-46.40927535887763,42.85838325883267,13402.897291278814,14700.308844895031,76.63267288045424
3522,6,-46.24707881308012,44.143010699855466,13499.51230545524,14802.502207222882,76.15423803547708
484,6,-45.01642654231531,44.95354527042007,13601.363525516697,14901.537233591973,76.0303149016947
3071,6,-53.41939359512242,36.8690450483298,12800.843311784829,14100.649763466232,76.41474202711046
640,6,-65.62657648576187,25.950164589055827,10999.880280575051,12300.76694175204,75.62702086150419
2449,6,-67.3302164809825,26.374496423823505,11399.917325029452,12701.222958078502,76.12624049467188
2294,6,-73.76479153816065,34.073237675021915,12001.77893515249,14001.77248927618,70.97057578815308
1243,6,-52.98843660343275,36.81798466010595,12801.902541636577,14101.239831011762,75.69600060787951
1539,6,-50.38180472511705,39.06039025450346,13100.989248409616,14400.629821506916,76.21234709856894
599,6,-72.16698332385414,27.31357819357484,10501.441016391589,12500.682602041014,75.81918663474575
143,6,-64.33351118155721,25.55634779328498,11601.093342143608,12900.349477489694,74.67158635371335
1284,6,-48.68587222338849,42.18499957079599,13300.667853545408,14599.794257531707,75.82210853483694
596,6,-41.641116898646416,49.034108923184256,14000.415494417877,15301.665534301857,76.6561154323975
1081,6,-63.56701331932334,24.183872177516555,11599.47623647546,12900.811395272895,76.63561363698604
544,6,-61.171682474095,29.34740499147745,12002.077264967545,13303.609673052679,75.87267346383787
3033,6,-53.25906906486604,37.949501457387335,12800.063003549054,14100.998239327813,74.83639170049398
3275,6,-60.44543819344233,29.045256854621353,12001.255987829662,13300.558416155143,75.78597501338392
287,6,-81.87022961696128,28.143730090051513,10702.218533220861,12200.104879577468,71.46934657592949
2497,6,-72.94365665734374,30.461545541304226,9998.883249547578,14999.334543354576,71.49433131225767
3340,6,-84.0803218204957,20.38159761888564,150.50013471503166,176.00764316221404,91.90028330763568
2544,6,-66.6455340864211,23.822779229825443,11200.130686165707,12801.373412332003,75.70964717291976
2767,6,-63.52684168339994,27.65875818111848,11701.082417503161,13000.133816045718,76.46250085442688
2155,6,-42.509878449900604,50.087007066481476,14000.728929448665,15301.132063964611,76.7666499487778
2718,6,-78.43307802838736,30.760277788295117,11002.093412750542,12500.553106133382,79.19603372987096
2595,6,-37.721282324859914,54.32878150434894,14500.099673136725,15801.521306182636,76.55560727887104
19,6,-82.68368707735863,28.52755396072316,10801.882111155212,12002.366852233174,71.48528631677075
2410,6,-60.64798932089664,28.862103084266582,12001.104085297398,13300.049231811074,76.55640682534741
1160,6,-47.029765183490014,44.19611120009812,13401.31613725608,14700.7590954566,76.28423309722469
2918,6,-47.4680528785803,42.702484770152594,13301.452750751552,14601.224526270902,77.07786562634539
1248,6,-78.75718910036183,31.546069294979443,11000.795705373606,12500.607735115163,81.21204259616493
896,6,-69.28396212640679,29.297266377776413,10701.627502230918,12300.774885729079,76.23044493510116
3094,6,-68.15022534114138,30.248604827341936,10702.173354990025,12301.561279303583,75.11851173872681
1734,6,-65.30979582748782,24.807446293277167,11200.395755442605,12501.460313424102,75.39012500797477
1083,6,-42.12656618868481,49.45790661043703,14000.441823927775,15299.650714413203,76.9423500760381
1418,6,-81.8486093217605,26.70728375205888,10901.336678827563,12100.540205124455,71.94863531018326
167,6,-82.05418346835359,27.368858155229024,10801.43608441979,12001.555200260931,70.21490427743204
2525,6,-73.10714741458136,31.711858389411425,9999.8256745335,15002.287969227958,72.34831635975665
461,6,-68.244114795116,26.014093066410194,11399.366023272669,12700.657841947264,75.29220566246208
934,6,-78.80000914712758,31.921157015654174,11001.01404679137,12500.879425086878,81.46285088066503
2863,6,-49.223381954693714,40.485597430403274,13100.835475453072,14400.716870735714,74.79877323371402
476,6,-47.1417806885085,43.18153974416611,13301.2631204428,14601.270268610882,75.17635919894677
2013,6,-43.17494559271298,49.30871656416613,14001.111699725849,15301.004980115675,76.07011121411455
1139,6,-66.49464858259189,24.046808414958576,11202.415275311772,12801.298262342592,74.35848988845989
3473,6,-43.30352138035022,43.84636969099442,13600.856750966037,14900.560279631722,74.44816697894579
2138,6,-40.91635032670805,53.5294649524052,14399.692515212519,15700.307060634099,76.49979576045959
2611,6,-67.186382586416,27.451903699847275,10900.900452332287,12399.514955343671,76.59782922273651
3601,6,-43.841946386715286,45.896408796984325,13701.813080507185,15001.800435983372,75.2897891987307
3427,6,-82.07539099496353,29.53228399664451,10801.313410242727,12000.369353735374,72.11901897133092
488,6,-81.14611458522317,29.87232567785037,10700.740897237927,12200.79617866146,69.98473247331326
418,6,-72.29869183015128,29.373808224218877,10500.502248874482,12499.999616063453,76.37753785075621
305,6,-65.62816480331004,23.674896040452722,11201.714864403828,12501.12182884292,74.70497452066341
3228,6,-52.14028452191883,38.81827070648763,12900.199705429657,14202.240883085464,77.09324990660083
2182,6,-72.41669163720715,30.179105795850123,10501.629059302146,12499.56908125641,75.50411546349793
1566,6,-45.44960222347591,43.98146805123587,13502.319940528228,14801.200657954596,76.06243440145394
1300,6,-42.65791642040825,49.85582574451823,14102.182917533026,15401.06333189068,74.17128064537232
2902,6,-47.83147909348918,40.473107653307004,13301.022885978511,14601.470001509333,75.61208068824314
2227,6,-79.36366449068004,31.926867452719332,11001.19326943626,12501.236757323104,80.08380182404262
1540,6,-48.283517524414634,42.92649968345422,13401.33516254819,14701.038202320431,75.03646626113051
1388,6,-84.69276856038483,18.759927965989288,150.57691094588307,175.78249773097076,90.21606462006389
3002,6,-57.033516450512614,31.60326262903596,12301.829871013146,13601.009372335779,77.43654347452332
2143,6,-66.47268731650249,24.98776380712505,11200.919713913087,12800.043210736603,75.97816479492812
2290,6,-40.00264707467014,53.35977821170805,14500.975570697175,15800.502018073124,75.98779513597455
2524,6,-46.730699913298736,44.11894663440378,13502.157879189117,14800.432073004598,76.21641733593597
1365,6,-70.22480834219553,26.838755430591103,10200.240194794456,12600.793461148156,80.46791636029474
2835,6,-66.59592675286933,29.212088312633906,11299.897397008559,12600.52699524376,74.78677148253637
433,6,-83.66607459843776,26.560039239412973,10901.967597512523,12101.316017001045,71.64581085684573
2712,6,-73.5517185809527,28.41293815190448,10500.84945063645,12501.47371142762,76.82612598244421
3118,6,-38.779982380484284,54.53560538485798,14500.952253209527,15802.27210673473,76.94148966022928
2822,6,-77.94849170160359,30.278305036173577,10201.677054067553,12200.84832166648,74.14753180152975
3424,6,-66.33474845047475,25.010435237496143,11401.827366396481,12701.485448365336,76.02794925519632
1702,6,-80.04428142880525,29.73520491062172,10302.046558808075,12099.2665570146,70.3381862392335
3463,6,-74.03203648863092,29.423382771242125,9999.450865496383,15001.323139394979,71.12257317807351
3294,6,-50.93898411059211,38.05301326271511,12899.880720145129,14200.234036964544,76.97426844327796
2459,6,-43.285683001802404,48.325701091994226,13901.130039210278,15202.043497039593,75.24240819202309
261,6,-56.547963784030166,32.98731227285604,12399.39416566417,13700.700712125727,77.8736340494136
917,6,-65.77344623995799,26.419379541554385,11200.965942262636,12500.669983080328,76.09765969391896
887,6,-46.03073659592575,43.057248156406104,13401.49282869723,14701.216708202093,76.71377195136407
2428,6,-48.873698701960826,39.95489593231263,13201.67603901401,14500.293715765545,77.00138999223172
1950,6,-65.55416277944775,25.161109545819862,11201.396728534353,12502.024534436103,76.16743121530456
929,6,-63.85180478961324,26.883582811344176,11499.702671923651,12800.844270553853,76.16863996370961
3562,6,-56.17568632680125,33.752666142481864,12399.18333441541,13701.591626501644,75.40378990794017
85,6,-60.77901020784581,30.41773107592674,12101.064024888787,13401.36103606085,75.07326726572538
1585,6,-64.9437749779161,26.468251543525774,11002.741203094056,12300.318622413015,76.40526899256881
3403,6,-66.29707865969804,25.53563488976654,11200.77448644706,12801.213140115984,75.14557255807556
3024,6,-76.58232657639768,31.56460244595575,11002.215403898284,13000.883834512142,75.78659286768844
1670,6,-41.490515174233366,51.68906974408399,14300.5938097826,15600.751765918038,75.41318972976767
55,6,-70.0,27.0,10700.0,12300.0,75.0
3341,6,-76.32779079615565,31.337014623638435,10201.737047193501,12201.125971056963,76.5991518193247
1945,6,-79.77318682968699,30.235066214651123,10300.616161680187,12098.951487703187,70.80472758379464
3605,6,-48.44019809778658,41.30257050703125,13301.215941484052,14602.311229478972,75.39760369587978
2386,6,-40.71266366286498,52.08477283968621,14199.92488747958,15502.429758505883,74.9937932383969
3519,6,-69.97913977332067,26.265838665193193,10200.888098673524,12600.497144022867,81.96127445890797
1741,6,-54.45899626435627,38.194351009098824,12801.552926066777,14101.443153290382,75.84651554440734
2283,6,-43.55669550668195,45.271048288706886,13701.040757368435,15000.022461164155,77.37905487043588
357,6,-43.0,48.0,14000.0,15300.0,75.0
2310,6,-75.87298472623183,33.00613324266483,11001.494379941836,13001.969420374728,75.15115305291884
3556,6,-52.372354557006204,36.516860654507774,12801.486858109165,14101.933936768892,75.19784212567778
809,6,-66.86634517273681,25.95187497070801,11201.821088164032,12501.449188427234,76.04661698765699
2334,6,-49.28931760266806,40.91113341582063,13200.019039953864,14500.725134707222,75.9905555179271
2840,6,-53.46966713952256,34.54149899256482,12702.318907967805,14000.683775050536,76.60010478448058
991,6,-71.13844926223702,30.040537415638916,10501.120952279167,12499.410685071658,77.28574004262042
3391,6,-53.01507814418101,38.490128988035224,12900.723813951157,14201.27210880537,75.59750480212918
5,6,-81.37058446134643,27.842358449866687,10701.66293767485,12201.591318681283,70.63898688392942
3469,6,-41.716049025996526,50.4712589502831,14100.890004282583,15402.710716898384,75.24104395085708
2882,6,-49.73622881837519,40.76684313182713,13200.942029850854,14500.93827545728,76.2466822758556
970,6,-83.46964081255781,27.10155750898243,10800.974663486606,12000.804175282985,71.2941738165445
1437,6,-41.26597644444906,52.74704282084735,14400.21964269102,15700.800601931964,75.1504044425707
2826,6,-62.60639422407688,26.795063661834394,11800.088570240674,13101.696606577534,75.11546107093696
219,6,-78.94482636598885,29.63789660104558,10499.962095232022,12300.591917922633,71.47450000601577
1212,6,-43.622897630167415,46.177620798764636,13701.050999922792,15002.02824537943,76.40834638828939
1730,6,-50.15956872175548,39.79698796361352,13101.393482442412,14399.852339730394,74.93626805926753
1724,6,-48.698045348235915,42.88385238288917,13302.192125515368,14602.061632891548,74.04926075953448
2430,6,-53.87649680864081,34.21417310201515,12600.221502019525,13901.03383313902,75.97814915168121
3148,6,-60.729209278901514,28.96329599345485,12001.133216094435,13301.531608848261,76.12421667591255
3314,6,-65.6360973350051,26.17095368274192,11199.896695075782,12801.05427771694,76.05418764278025
3406,6,-82.05180646628047,26.804534643901324,10801.108218440417,12000.782309205282,70.38179415082593
1985,6,-73.36603580884808,28.89948650163598,10001.55133661477,12001.931513907159,61.15587485005109
765,6,-50.48055329555714,40.58620102361149,13101.655333131666,14399.120005125988,75.64389561979982
3376,6,-73.34647607420888,28.122910785900437,10503.041800310644,12501.254666939283,75.23494503037863
3550,6,-62.060057308576404,25.680057157271506,11700.850413740827,13001.224968129605,76.62873657200493
1914,6,-44.56285456699209,48.060646318257156,13800.20859486991,15100.49663653317,75.4681546530802
1393,6,-65.82966509375515,26.649263295540983,11500.816904562613,12801.341356619101,76.29207943777253
2707,6,-65.49028021955212,23.509127551745078,11401.040292483418,12701.209415317215,74.31400266005161
1023,6,-67.58586530310347,28.999601160280594,11300.604018072343,12600.797123895254,76.5259579822632
674,6,-57.44181913167119,31.35612621392541,12302.866065516486,13602.11620881816,75.03248540456498
2321,6,-68.35624296901743,25.78088071350203,11403.117193013193,12703.079861708973,76.45591463148212
483,6,-68.2978860688142,26.514127559383006,10900.595903149568,12401.053849181742,74.64746321622326
2616,6,-69.1149089210713,28.365380421336123,10700.246008740109,12300.38841114801,77.71166963338945
1714,6,-69.2178013088271,28.56493772333021,10701.52183186131,12300.681068501943,76.19120418368705
2351,6,-51.004191924129024,39.422905314105314,13100.765074738698,14401.816307602687,77.14729108703204
266,6,-67.53019082294759,28.64485289194578,10702.09445775234,12300.671529359986,77.68612598739767
161,6,-63.25688832716097,25.41744500279024,11700.176343648636,13002.297233141164,76.38846944119975
3565,6,-64.13049634555732,23.873688872000653,11401.699772494583,12702.03205032955,74.96898148519803
744,6,-41.58049876246297,46.63127100924157,14001.855539462686,15301.723139867647,75.64772355276624
3327,6,-66.94262708863815,26.278018269258546,10900.854759657368,12400.703362183109,76.36730779253335
353,6,-63.36923149899819,25.893471013400553,11601.241457688411,12900.969465253675,74.91356710542469
952,6,-60.739993526748776,28.802381935153416,11900.528145599723,13201.558189629312,75.67545312642827
588,6,-40.83973798929084,49.663135220981154,14001.765376027106,15301.310782952485,77.13394445461479
521,6,-80.63137028328532,30.405691306263567,10701.189580719321,12200.451615108346,71.64538128909601
1193,6,-66.99817024354068,24.762644466127924,11200.042408511841,12801.145265861547,75.95309713034706
1770,6,-82.67083038383011,27.623809972823555,10799.096100539402,12001.17093716472,71.66748672931801
374,6,-55.160858795176075,34.6572786753718,12600.006437940548,13900.912343307076,76.57348344524765
2018,6,-64.91716171675417,23.20952855682269,11401.71062958214,12701.943672658932,75.53174614172468
924,6,-53.798088493987265,34.112228317251116,12600.862909423942,13901.088305997135,75.57571023593216
2535,6,-65.31800352869732,26.99466392820713,11001.400730453539,12301.153189313629,76.51242922616319
1062,6,-50.48571491251717,39.380591469103855,13100.315663204647,14400.189645932154,76.12646298649348
451,6,-84.39032816214642,25.98567147630528,10900.686726137434,12101.035741647454,70.7642695557976
50,6,-78.28301956687882,30.13503932782767,10501.409796350004,12300.971088977012,70.71194937847063
2158,6,-78.87380830176629,29.793944707456113,10501.485758316687,12302.289217149586,72.56152151033211
3141,6,-62.97627619072047,28.180373487049938,11899.484782702046,13200.485379691543,75.35673256068736
442,6,-53.991560143555,36.500228765749206,12800.36650393561,14101.223573124962,77.13027519993355
1527,6,-68.34141563250984,27.31828993752693,10900.451748274665,12402.48401416184,76.70438820258846
1258,6,-43.81994628055931,46.7628273458936,13801.582662694102,15102.172955443742,75.1415716255897
1069,6,-45.67585586459529,43.11191585152413,13400.808830320662,14701.30480726714,76.8488187030824
1745,6,-48.94036848413122,39.734453240146344,13101.066354335117,14400.497360816233,76.6360466394761
136,6,-67.60419656316883,27.461042888248638,10700.593759885092,12301.368973524162,76.21457113716407
1016,6,-84.65298197101419,19.32294894894456,151.04378458075445,176.97106414131437,91.47833050504694
658,6,-44.58810347667783,45.1618117594589,13600.121581893676,14900.41093457855,76.42860568370084
591,6,-72.10883999699556,28.18476763410397,10501.339532511427,12502.197145867953,76.37628491133394
2865,6,-65.09231800345697,24.85401903344033,11201.931661431117,12501.81091742875,76.20400143905299
1289,6,-76.87708472196604,33.340027769992986,11001.62000679004,13002.483714512751,76.6399973317904
1908,6,-55.614759680211506,34.39264970022862,12600.660944436248,13901.889146306172,77.15064936874003
1484,6,-41.2505400683626,51.549945536965105,14400.771529622547,15700.29559099019,77.53854615020708
1815,6,-59.35442001144727,30.901782737048425,12201.098867769113,13500.515242754387,76.73707947770774
2531,6,-46.0731485833456,41.76272991924221,13401.763139969427,14702.00270972521,76.2312531503094
1409,6,-67.6970666568394,25.273860857128785,11402.12506735654,12701.195324771204,75.79848129912543
2318,6,-61.684920408799094,25.56112492605308,11700.433927147302,13001.898165611887,76.21050785847957
3633,6,-66.67777385002803,29.41598525305016,11298.585851858446,12601.520584810516,77.05483192981725
3631,6,-78.09696232901355,27.934138487331946,10502.331585764276,12300.273230254914,70.66147708300764
1217,6,-54.04876185137719,36.241423837999186,12699.760909575341,14001.27055016526,76.12734303983704
401,6,-47.003843238798304,42.754468445527216,13401.120781748868,14701.332873568932,74.49830225886721
344,6,-65.47886091045734,26.41331272634827,11200.253630506395,12501.482203446933,76.79820586389806
826,6,-71.480645613947,27.002336067451004,10801.696436358508,12801.579643720428,75.39510882120386
1593,6,-71.59278373806224,28.196025607403666,10501.464207542831,12499.685570289941,76.33382636426047
438,6,-78.30486492529599,30.30786775125164,10500.735751120277,12301.106681701742,71.87437503987753
2809,6,-65.2901878295767,26.509664199014537,11501.152018871671,12800.772592867781,74.69487062673747
1476,6,-67.74834791919217,25.870042469670402,11400.651474458888,12700.526764872962,75.99783492704839
1098,6,-59.46342655726506,31.192858221645515,12200.34347142317,13500.61334473415,75.70421231760275
670,6,-81.72387089406182,28.998378615801386,10700.991018947598,12199.999592682527,71.04771976616341
965,6,-64.58349660946307,27.82395649671859,11101.53422932919,12401.569394328653,75.37525133342616
354,6,-81.9387873516682,29.374102396073717,10800.6507830461,12000.39113319009,71.12416497580344
3025,6,-55.406255217947646,34.394842196131876,12601.2088878196,13901.610153564474,75.51804999584031
113,6,-49.0674178822272,39.54154395775478,13101.504309397213,14400.867183752207,75.3607121788403
1401,6,-83.12231669832408,25.50975427593292,10901.292430082356,12100.872335520897,70.59563691303465
1080,6,-75.6260079178075,32.244898538777754,12000.460366579398,14000.973113440365,70.07860983230793
3325,6,-66.89516438626099,24.73403619824896,11202.983548799815,12800.140704086865,75.97914998905495
2453,6,-62.949503670563686,25.82082718484353,11802.181142694904,13100.801851963006,76.42387841703517
2843,6,-58.4636525550652,31.40564392288022,12200.050642009166,13501.032307556701,77.1358622732317
2487,6,-68.29503120299995,26.632698160409323,10999.853278017954,12502.101293051353,75.79227797784297
71,6,-82.0,28.0,10700.0,12200.0,70.0
3247,6,-84.24615112652081,21.911891575790115,149.73423987568896,175.89399812035418,91.57854920964873
1981,6,-49.823605138805696,41.923803194734546,13101.52779431464,14400.477948583217,76.44778574903884
853,6,-49.58843515213776,41.34806017472122,13201.188130977735,14500.572965279724,75.8498385038951
1010,6,-75.24860686450275,33.28749112344934,12002.002905185189,13999.496942381735,70.28437784389891
1449,6,-45.46761003587353,48.77531375175638,13801.78661041741,15101.745085988447,75.71158515605772
3309,6,-49.43223812982323,42.492340818282784,13300.003911845593,14601.426542784051,74.54800942004076
262,6,-57.677468744825475,33.022273506914324,12301.027428647256,13599.66800604464,75.35901115468337
1685,6,-66.00104423538937,24.858717356414893,11000.765654552073,12302.200492339418,75.29487403552271
1738,6,-65.42438577500576,30.05546210451889,11301.122011961153,12600.663027303033,76.31114792993058
208,6,-70.18848781843639,26.776899693028025,10201.590824529963,12601.383341839133,81.93207358968426
347,6,-53.091957197242415,36.278507908816955,12799.723429500029,14101.48895620425,76.09914911782512
2040,6,-45.508266099781935,45.75537831247164,13501.054992232635,14800.663367176941,76.01951175780167
2109,6,-62.156291407077056,27.711742515126158,11801.923378699597,13100.25135358136,74.8320012010106
933,6,-75.33632771902755,31.083622249569036,11001.082878637586,13001.51487969138,76.8770659897087
624,6,-54.04592249636543,36.67736411072159,12700.699273050406,14000.046589981734,76.30487942723299
2632,6,-53.206755671664496,38.228693672860864,12900.22589610475,14200.102067281376,76.1283735287933
1204,6,-67.19067890886892,26.134816752888984,11001.73391925369,12500.709960735543,77.52522590988113
501,6,-78.51311243825732,30.156242914984194,11000.358020783047,12500.164810705963,80.7725147346734
112,6,-72.65033871230197,30.77567890940778,10001.357605533305,12001.484266081943,61.05718167272216
2975,6,-42.21730101087796,49.267529067780345,14001.410553417483,15300.603878053824,75.04945544581022
695,6,-43.33145616194895,46.70138905963799,13701.751158980622,15000.860090549124,75.46450484958044
1644,6,-59.34282576818958,32.54413750778766,12300.027061770721,13602.156277670138,76.57842392137476
1947,6,-41.420519339068775,49.916259763553505,14101.78911222205,15399.381791994687,74.80117430423378
2177,6,-47.87845697568412,41.51109083412165,13301.434328986088,14602.605426715947,75.28021821747336
1433,6,-51.77400800255289,39.38987371827115,12899.951894355143,14200.539574364395,76.10437843056637
3378,6,-59.43376094551977,34.39133393953362,12401.137304521044,13700.707781620342,75.67954909232232
2188,6,-57.63332686880802,32.02624690938322,12400.482779384047,13701.211077754908,75.11587227028664
3501,6,-55.84197471313643,34.77057598219665,12501.198976047852,13801.205382081158,75.83658154209104
1563,6,-61.535886163343946,29.26913853625875,12000.899351537879,13301.58876279387,76.1415759779168
517,6,-53.87745898434014,35.145274362959164,12701.230368432585,14001.138824218004,75.37133146797633
1811,6,-60.358831412959226,30.130103144438806,12100.118208291813,13400.215757636299,76.51562125235043
236,6,-69.82131058325187,26.623834844166208,10200.976541126902,12600.96890689656,81.69232376060825
2564,6,-56.3350221888972,35.50415603990756,12400.40512035239,13700.141493377527,75.44328777117421
763,6,-47.520914594933316,40.51696130581433,13201.374208822046,14500.048374565531,77.0434628699433
856,6,-63.60421185844504,25.20315104307202,11600.120198094864,12901.604846272518,74.54798515144884
1044,6,-54.754912816370044,35.435248056710435,12701.237629222987,14000.28068539901,75.17334915741651
1952,6,-67.69942736923421,26.53584690110036,11201.778673941453,12800.739788436575,76.93167996682615
3195,6,-67.89694769728965,30.13971758346439,11301.355995378719,12600.864813700819,75.35742290146705
